place_id,place_name,category,location,district,rating,budget_min_LKR,budget_max_LKR,latitude,longitude,budget_level,description,tags,images
64,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.8,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
65,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.6,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
66,Vankalai Sanctuary,Wildlife,Mannar,Mannar,5,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
67,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.9,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
68,Baobab Tree,Nature,Mannar,Mannar,4,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
69,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.7,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
70,Mannar Fort,Historical,Mannar,Mannar,4.7,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
71,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.2,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
72,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
73,Baobab Tree,Nature,Mannar,Mannar,3.8,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
74,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.9,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
75,Mannar Fort,Historical,Mannar,Mannar,3.9,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
76,Adam's Bridge,Nature,Mannar,Mannar,3.7,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
77,Vankalai Sanctuary,Wildlife,Mannar,Mannar,3.8,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
78,Mannar Fort,Historical,Mannar,Mannar,4.7,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
79,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.7,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
80,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.9,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
81,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.4,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
82,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.7,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
83,Mannar Fort,Historical,Mannar,Mannar,4.2,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
84,Baobab Tree,Nature,Mannar,Mannar,4.3,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
85,Adam's Bridge,Nature,Mannar,Mannar,5,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
86,Vankalai Sanctuary,Wildlife,Mannar,Mannar,3.2,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
87,Mannar Fort,Historical,Mannar,Mannar,4.5,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
88,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.7,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
89,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.3,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
90,Adam's Bridge,Nature,Mannar,Mannar,4.8,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
91,Mannar Fort,Historical,Mannar,Mannar,3.6,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
92,Mannar Fort,Historical,Mannar,Mannar,3.6,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
93,Adam's Bridge,Nature,Mannar,Mannar,3.9,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
94,Baobab Tree,Nature,Mannar,Mannar,4.1,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
95,Thiruketheeswaram Temple,Religious,Mannar,Mannar,4.4,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
96,Baobab Tree,Nature,Mannar,Mannar,3.3,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
97,Mannar Fort,Historical,Mannar,Mannar,4.2,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
98,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.2,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
99,Baobab Tree,Nature,Mannar,Mannar,4,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
100,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.3,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
101,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.3,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
102,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.5,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
103,Mannar Fort,Historical,Mannar,Mannar,4.8,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
104,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.8,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
105,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.1,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
106,Mannar Fort,Historical,Mannar,Mannar,3.9,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
107,Adam's Bridge,Nature,Mannar,Mannar,5,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
108,Adam's Bridge,Nature,Mannar,Mannar,4.3,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
109,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.4,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
110,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.7,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
111,Baobab Tree,Nature,Mannar,Mannar,5,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
112,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.2,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
113,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.1,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
114,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.6,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
115,Vankalai Sanctuary,Wildlife,Mannar,Mannar,3.6,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
116,Vankalai Sanctuary,Wildlife,Mannar,Mannar,3.8,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
117,Mannar Fort,Historical,Mannar,Mannar,4.1,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
118,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.6,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
119,Mannar Fort,Historical,Mannar,Mannar,4.8,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
120,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
121,Adam's Bridge,Nature,Mannar,Mannar,4.6,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
122,Baobab Tree,Nature,Mannar,Mannar,4.2,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
123,Adam's Bridge,Nature,Mannar,Mannar,3.4,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
124,Baobab Tree,Nature,Mannar,Mannar,4.2,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
125,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.5,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
126,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.4,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
127,Baobab Tree,Nature,Mannar,Mannar,4.3,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
128,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.3,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
129,Adam's Bridge,Nature,Mannar,Mannar,4.6,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
130,Mannar Fort,Historical,Mannar,Mannar,4.2,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
131,Vankalai Sanctuary,Wildlife,Mannar,Mannar,3.3,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
132,Adam's Bridge,Nature,Mannar,Mannar,3.7,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
133,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.4,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
134,Baobab Tree,Nature,Mannar,Mannar,4.6,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
135,Adam's Bridge,Nature,Mannar,Mannar,4.1,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
136,Adam's Bridge,Nature,Mannar,Mannar,4.7,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
137,Adam's Bridge,Nature,Mannar,Mannar,4.8,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
138,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.9,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
139,Adam's Bridge,Nature,Mannar,Mannar,4.5,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
140,Adam's Bridge,Nature,Mannar,Mannar,4.6,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
141,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.9,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
142,Baobab Tree,Nature,Mannar,Mannar,4.5,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
143,Baobab Tree,Nature,Mannar,Mannar,4.7,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
144,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.3,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
145,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.9,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
146,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.7,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
147,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
148,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.2,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
149,Adam's Bridge,Nature,Mannar,Mannar,4.3,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
150,Vankalai Sanctuary,Wildlife,Mannar,Mannar,3.5,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
151,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.6,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
152,Adam's Bridge,Nature,Mannar,Mannar,3.2,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
153,Baobab Tree,Nature,Mannar,Mannar,3.9,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
154,Thiruketheeswaram Temple,Religious,Mannar,Mannar,4.8,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
155,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.7,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
156,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.4,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
157,Mannar Fort,Historical,Mannar,Mannar,4.3,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
158,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.8,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
159,Adam's Bridge,Nature,Mannar,Mannar,4.3,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
160,Mannar Fort,Historical,Mannar,Mannar,3.3,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
161,Mannar Fort,Historical,Mannar,Mannar,3.6,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
162,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.2,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
163,Baobab Tree,Nature,Mannar,Mannar,4.8,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
164,Baobab Tree,Nature,Mannar,Mannar,3.8,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
165,Adam's Bridge,Nature,Mannar,Mannar,4.3,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
166,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.4,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
167,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.8,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
168,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.5,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
169,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.3,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
170,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.2,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
171,Adam's Bridge,Nature,Mannar,Mannar,3.1,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
172,Adam's Bridge,Nature,Mannar,Mannar,3.4,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
173,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.9,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
174,Adam's Bridge,Nature,Mannar,Mannar,3.2,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
175,Vankalai Sanctuary,Wildlife,Mannar,Mannar,3.7,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
176,Vankalai Sanctuary,Wildlife,Mannar,Mannar,3.7,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
177,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.6,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
178,Mannar Fort,Historical,Mannar,Mannar,4.9,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
179,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.2,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
180,Baobab Tree,Nature,Mannar,Mannar,4.3,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
181,Thiruketheeswaram Temple,Religious,Mannar,Mannar,4.9,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
182,Mannar Fort,Historical,Mannar,Mannar,4.6,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
183,Baobab Tree,Nature,Mannar,Mannar,5,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
184,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.4,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
185,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.4,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
186,Baobab Tree,Nature,Mannar,Mannar,4.6,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
187,Baobab Tree,Nature,Mannar,Mannar,3.7,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
188,Baobab Tree,Nature,Mannar,Mannar,4.6,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
189,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
190,Baobab Tree,Nature,Mannar,Mannar,5,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
191,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.5,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
192,Baobab Tree,Nature,Mannar,Mannar,3.2,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
193,Mannar Fort,Historical,Mannar,Mannar,3.3,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
194,Adam's Bridge,Nature,Mannar,Mannar,4.6,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
195,Baobab Tree,Nature,Mannar,Mannar,4.2,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
196,Mannar Fort,Historical,Mannar,Mannar,3.3,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
197,Mannar Fort,Historical,Mannar,Mannar,3.3,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
198,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.1,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
199,Vankalai Sanctuary,Wildlife,Mannar,Mannar,3.1,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
200,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.6,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
201,Thiruketheeswaram Temple,Religious,Mannar,Mannar,4.2,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
202,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
203,Thiruketheeswaram Temple,Religious,Mannar,Mannar,3.1,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
204,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
205,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.3,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
206,Mannar Fort,Historical,Mannar,Mannar,3.1,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
207,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.7,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
208,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.4,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
209,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4.4,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
210,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.1,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
211,Mannar Fort,Historical,Mannar,Mannar,3.6,0,500,8.98,79.9044,Low,16th century Portuguese fort on Mannar Island,"fort,portuguese,historical,colonial",images/mannar_fort.jpg
212,Baobab Tree,Nature,Mannar,Mannar,3.1,0,300,8.9833,79.9167,Low,Oldest and largest baobab tree in Asia - 700 years old,"baobab,tree,ancient,unique,nature",
213,Adam's Bridge,Nature,Mannar,Mannar,4.2,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
214,Thiruketheeswaram Temple,Religious,Mannar,Mannar,4.1,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
215,Adam's Bridge,Nature,Mannar,Mannar,3.8,500,1500,9.1,79.85,Low,Chain of limestone shoals connecting Sri Lanka to India,"bridge,geological,scenic,unique",
216,Thiruketheeswaram Temple,Religious,Mannar,Mannar,4.1,0,500,8.9833,79.8833,Low,Ancient Hindu temple near Mannar town,"temple,hindu,ancient,religious",
217,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,4,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
218,Mannar Bird Sanctuary,Wildlife,Mannar,Mannar,3.2,500,1500,8.9667,79.9,Medium,Important migratory bird sanctuary with flamingos,"birds,flamingo,migratory,wildlife",
219,Vankalai Sanctuary,Wildlife,Mannar,Mannar,3.2,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
220,Vankalai Sanctuary,Wildlife,Mannar,Mannar,4.3,500,1500,9.0833,79.8333,Medium,Ramsar wetland with diverse bird species,"wetland,birds,wildlife,ramsar",
1,Sigiriya Rock Fortress,Historical,Matale,Matale,4.6,2000,5000,7.957,80.7603,Medium,Ancient rock fortress - UNESCO,"rock,fortress,ancient,UNESCO,historical",images/Sigiriya _Rock _Fortress.jpg
